ID	Target	Tweet	Veracity
100983	OttawaShooting	Beau geste… #Ottawa RT @JamesMoore_org: Pittsburgh showing solidarity with Canada http://t.co/yJZlzdC5xO	NON-RUMOR
100984	OttawaShooting	Penguins play ‘O Canada’ honour those affected by Ottawa shooting http://t.co/PtnU2mwPPp	NON-RUMOR
100985	OttawaShooting	Suspected #OttawaShooting gunman had criminal history, documents show http://t.co/9mWyjALR8d	NON-RUMOR
100986	OttawaShooting	@theamazingkodi welp, too late, they already won. http://t.co/9ILb5WczRb	NON-RUMOR
100987	OttawaShooting	Canadian official IDs Ottawa gunman http://t.co/pf2rSB8ivG via @Reverb	NON-RUMOR
100988	OttawaShooting	It was a monster, not a Muslim, that perpetrated the #OttawaShooting. I don't believe that a true Muslim would do this. #stopthebigotry	NON-RUMOR
100989	OttawaShooting	ISIS-Affiliated Twitter Account Claims Ottawa Shooter As Its Own http://t.co/jehdHaup3p	NON-RUMOR
100990	OttawaShooting	Oops RT @washingtonpost New evidence, including autopsy report, supports Darren Wilson's account of Ferguson shooting http://t.co/3w4KsZf6G9	NON-RUMOR
100991	OttawaShooting	Remarks by President Obama on the U.S. #EbolaResponse and the tragic shooting incident in #Canada: http://t.co/Sko49ssKTk	NON-RUMOR
100992	OttawaShooting	World leaders offer condolences and support in regards to #OttawaShooting http://t.co/lE4b0l98EL http://t.co/I5lkvAo0Mm	NON-RUMOR
100993	OttawaShooting	VIDEO: The Pittsburgh @penguins played the Canadian national anthem in tribute to Ottawa: http://t.co/tB4uFiR6kE http://t.co/Cwquk8pLgQ	NON-RUMOR
100994	OttawaShooting	We are deeply saddened by the tragic events in Ottawa.  Our prayers go out to Cpl. Nathan Cirillo and all those who serve our country.	NON-RUMOR
100995	OttawaShooting	The NHL and Pittsburgh Penguins showed support for the tragedy in Ottawa today with a stirring singing of 'O Canada': http://t.co/72bdBLYzEs	NON-RUMOR
100996	OttawaShooting	Gunmen in Ottawa : Questioning Canadian militarism @mediacoop : http://t.co/nHoOUAFEIw #ottawashooting #cdnpoli	NON-RUMOR
100997	OttawaShooting	@scrowder Islam is a religion. People are immoral. Learn the difference. #OttawaShooting	NON-RUMOR
100998	OttawaShooting	Thanks @penguins for your classy support of #Ottawa #Canada  at the game tonight &lt;3 http://t.co/KKoe69dBAd	NON-RUMOR
100999	OttawaShooting	Our shooting stats: Threes:  3/5 Twos:  2/12 http://t.co/D05tWAJ7eh	NON-RUMOR
101000	OttawaShooting	Canadian Muslim group Ahmadiyya Muslim Jama’ says Canadian Muslims categorically and unequivocally condemn #OttawaShooting attack. #cdnpoli	NON-RUMOR
101001	OttawaShooting	I'm not normally a hockey fan, but this singing of O Canada at an all American NHL game is very moving http://t.co/ZGzNn2Lqrv #Ottawa	NON-RUMOR
101002	OttawaShooting	Islam welcomes Canada #OttawaShooting	NON-RUMOR
101003	OttawaShooting	Ideologies are evil, son. RT @RedemptionMan57: @scrowder Islam is a religion. People are immoral. Learn the difference. #OttawaShooting	NON-RUMOR
101004	OttawaShooting	Did they really need to mention his stepdads nationality?! http://t.co/NJqAiCAano	NON-RUMOR
101005	OttawaShooting	Watch: Penguins fans sing 'O Canada' in touching tribute to Ottawa - http://t.co/UuVSYXJYYC	NON-RUMOR
101006	OttawaShooting	Harper calls #OttawaShooting a 'terrorist' act: http://t.co/OSjbonPYXy http://t.co/AxQdaOu29V	NON-RUMOR
101007	OttawaShooting	Proud to be Canadian today and always! #OttawaShooting #CanadaStrong http://t.co/swa4cJINoK	NON-RUMOR
101008	OttawaShooting	New Puck Daddy: Penguins, Flyers fans sing ‘O Canada’ in support of Ottawa after shootings http://t.co/pdADzQPB8H	NON-RUMOR
101009	OttawaShooting	Liberal leader Justin Trudeau: 'We will remember who we are. We are a proud democracy, a welcoming and peaceful nation.' #OttawaShooting	NON-RUMOR
101010	OttawaShooting	@FriendGeorge24 wanna hit up rec tomorrow after school or workout after school for bout an hour get some shooting in?	NON-RUMOR
101011	OttawaShooting	Very classy of Pittsburgh to sing Oh Canada to support our country and Ottawa before this evenings game. http://t.co/Bw8jlB1otX	NON-RUMOR
101012	OttawaShooting	I get the sense Justin Trudeau's statement is more of a political effort rather than a genuine speech. #OttawaShooting	NON-RUMOR
101013	OttawaShooting	Thoughts and Prayers going out to Ottawa #Canada #CanadaStrong #OttawaShooting http://t.co/GFV5sTPn9z	NON-RUMOR
101014	OttawaShooting	The more i see kyrie irving play he looks more and more like Russell westbrook in shooting more then passing the ball	NON-RUMOR
101015	OttawaShooting	Verbatim transcript of Prime Minister Stephen Harper's remarks on #OttawaShooting: http://t.co/dH1wNTvl6i	NON-RUMOR
101016	OttawaShooting	Mike Scott's second quarter: 3/3 shooting, 8 points. All in just 3 minutes.	NON-RUMOR
101017	OttawaShooting	#OttawaShooting  Don't rule out the pro-Russian #Ukraine separatists! :D	NON-RUMOR
101018	OttawaShooting	Tonight Mark joins @hannityshow live on @FoxNews at 10pm ET/ 7pm PT http://t.co/RxIFtqKelt #OttawaShooting	NON-RUMOR
101019	OttawaShooting	@geopaschall @No_Idteaots @ArrestWilson Why would an unarmed person charge an armed person who is shooting at him?	NON-RUMOR
101020	OttawaShooting	"Our courage is strong. And our dreams for this beautiful country will never die." Pierre Trudeau #Ottawashooting http://t.co/RuVXSuZPyZ	NON-RUMOR
101021	OttawaShooting	@_BekkyC_ @benavu54 @doctagee scumbag a suspected Islamic convert http://t.co/RaGwkvdg9V	NON-RUMOR
101022	OttawaShooting	The idea that witnesses to the Brown shooting would be more or less credible based on their skin color is legally and morally repugnant.	NON-RUMOR
101023	OttawaShooting	Canadian Muslim group Ahmadiyya Muslim Jama says Canadian Muslims categorically and unequivocally condemn #OttawaShooting #UNFNEWS #BREAKING	NON-RUMOR
101024	OttawaShooting	To my fellow Muslims in the USA &amp; Canada on #ottawashooting We aren't less citizens&amp;we deserve the same joy &amp; freedom that everyone receive	NON-RUMOR
101025	OttawaShooting	Guys, please keep Ottawa in your prayers. Put the differences aside and pray for Ottawa.	NON-RUMOR
101026	OttawaShooting	Witness accounts of the shooting in Ottawa http://t.co/w4re3PW8z7	NON-RUMOR
101027	OttawaShooting	“In his last three games, Kobe is averaging 26.7 points on 42% shooting, 4.3 rebounds and 3.7 assists in 31.3 minutes.” PRESEASON	NON-RUMOR
101028	OttawaShooting	The #TWolves are only shooting 38%, but defense looks better than it has in a long time. #MINvsMIL	NON-RUMOR
101029	OttawaShooting	Pittsburgh proves it's more than just a game. Watch their touching tribute to Ottawa: http://t.co/D18xm2jpBZ http://t.co/I7XhOvSsqi	NON-RUMOR
101030	OttawaShooting	Sad today for all my friends in #Canada as you deal with the attack today in #Ottawa. Your neighbors to the south are thinking of you. ❤️	NON-RUMOR
101031	OttawaShooting	US Congress prepared to stand shoulder to shoulder with Canada against our common enemies @SpeakerBoehner says in statement #cbc #Ottawa	NON-RUMOR
101032	OttawaShooting	Lots of interest and support for Ottawa from around the world tonight. http://t.co/enW7TOJbye	NON-RUMOR
101033	OttawaShooting	Islam is brutal, pagan and nihilistic death cult, masquerading at being an Abrahamic faith. #OttawaShooting	NON-RUMOR
101034	OttawaShooting	'Remember how one person's life has been taken — from his family, from his friends ...' http://t.co/VJGGz4xTCj http://t.co/Zn5MdyP72B	NON-RUMOR
101035	OttawaShooting	“@AshBILLIONS: “@FunnyyVine: Stop white girls from black music...  http://t.co/vfvXeftDln”WAIT 😂😂😂😂😭😭😭” FUCKING CRYING WTF SHE SHOOTING 😂😂😂	NON-RUMOR
101036	OttawaShooting	Video captures dozens of gunshots inside Ottawa parliament buildings http://t.co/4mS9LPcmWP	NON-RUMOR
101037	OttawaShooting	I haven't seen Trudeau's speech, but the text is beautifully written &amp; I love what it says about who &amp; why we are: http://t.co/uF0kqCnFAy	NON-RUMOR
101038	OttawaShooting	Liberal Leader Justin Trudeau 'deeply saddened' by shooting, calling it a 'cowardly act': http://t.co/NTxaDPBPzs http://t.co/uCPYjit1QZ	NON-RUMOR
101039	OttawaShooting	Liberal Leader Justin Trudeau 'deeply saddened' by shooting, calling it a 'cowardly act': http://t.co/vTdnQh1iDj http://t.co/oqMeWmqN5c	NON-RUMOR
101040	OttawaShooting	Under Islam it would be. RT @lojainsaadat: “@scrowder#ottawashooting” Your level of ignorance should be illegal. http://t.co/kIdUeETat5	NON-RUMOR
101041	OttawaShooting	AT THE HALF: Hawks lead 48-53. Spurs shooting 50% from the field Parker: 10 pts, 4 reb; Daye: 8 pts, 2 reb; Diaw: 7 pts, 2 reb #GoSpursGo	NON-RUMOR
101042	OttawaShooting	Parliament Hill shooting: @JustinTrudeau remarks from Parliament Hill http://t.co/ROpacXgb4z #cdnpoli	NON-RUMOR
101043	OttawaShooting	Analysis: Effects on Ottawa will be lasting and far-reaching http://t.co/tqPasNUTLX #ottnews	NON-RUMOR
101044	OttawaShooting	Penguins play ‘O Canada’ to honour those affected by Ottawa shooting http://t.co/tQwNYQBVK5 class #OttawaStrong	NON-RUMOR
101045	OttawaShooting	A special issue of @MacleansMag, avail. now on iPhone and iPad - free to all readers, via the Maclean's app #Ottawa http://t.co/Uw0D6l03UH	NON-RUMOR
101046	OttawaShooting	&amp; I'm shooting niggas left to right 🔫🔫🔫🔫 @amariiiiiiiiii_	NON-RUMOR
101047	OttawaShooting	VIDEO: The Penguins paid tribute to Ottawa by singing “O Canada” before their game vs. Philly http://t.co/bXqT2MMj3R http://t.co/vOnRfdNbWO	NON-RUMOR
101048	OttawaShooting	@luvflipflops2 They were some no-shooting #nobueno fools. The 2g WERE pretty but STILL ya know? WTH w/the stupid penalties in the final mins	NON-RUMOR
101049	OttawaShooting	Moment of silence for Ottawa. http://t.co/pdy28Wipg0	NON-RUMOR
101050	OttawaShooting	I agree wholeheartedly. “@MotherJones: Canada's Coverage of the Ottawa Shootings Put American Cable News to Shame http://t.co/ndZMwHCFBB”	NON-RUMOR
101051	OttawaShooting	Watch: Penguins, Flyers fans sing ‘O Canada’ in support of Ottawa after shootings. http://t.co/c7sDnaUrky	NON-RUMOR
101052	OttawaShooting	Ottawa Attack - Radical Islamist responsible http://t.co/phuJIXn4Dr https://t.co/njJWKFUjm9	NON-RUMOR
101053	OttawaShooting	@tf0620 @RJGatorEsq Are white people in Ferguson shooting cops, burning down businesses &amp; attacking innocent people?	NON-RUMOR
101054	OttawaShooting	Ottawa Attack - Radical Islamist responsible http://t.co/Oz5DRHp0Hl https://t.co/ZuH1s8iDBz	NON-RUMOR
101055	OttawaShooting	Statement by Secretary of State @JohnKerry on the Attacks in Ottawa http://t.co/Fu85H2NZ1O	NON-RUMOR
101056	OttawaShooting	In grand jury testimony, 7 or 8 black witnesses have supported Darren Wilson's account of how he killed #MichaelBrown http://t.co/3KtjslHxEe	NON-RUMOR
101057	OttawaShooting	Ottawa gunman identified as 32-year-old Michael Zehaf-Bibeau. http://t.co/D09dhR5GFw http://t.co/jIoyCf6L9c	NON-RUMOR
101058	OttawaShooting	Parliament shooting on the front page in Hong Kong, and around the world. “@SCMP_News: http://t.co/PJLC2YYnFS http://t.co/MKelrQGeef”	NON-RUMOR
101059	OttawaShooting	R.I.P. to the 24 year old soldier who lost his life in Ottawa today. Service and honour to his country	NON-RUMOR
101060	OttawaShooting	Pittsburgh @Penguins sing "O Canada" in support of Ottawa https://t.co/StaB1cwFf5 #OttawaStrong	NON-RUMOR
101061	OttawaShooting	Good evening from Ottawa Canada. "@WarrenWhitlock. Join me in a conversation with @lastbabyboomer"	NON-RUMOR
101062	OttawaShooting	TT NEW ZEALAND 14:05 1.Santa 2.Ottawa 3.#gigatowntim 4.Liverpool 5.New Zealand 6.Slater 7.GUFB 8.Wellington 9.Wanaka 10.Xmas	NON-RUMOR
101063	OttawaShooting	Glad to hear the Prime Minister of Canada call the shooting of a soldier terrorism instead of workplace violence. #CanadaStrong	NON-RUMOR
101064	OttawaShooting	@stjoeschurch @jacobina28 @poetic_lyric  Tonight we will be praying for Canada and Ottawa, please send in your prayer requests. I love you!	NON-RUMOR
101065	OttawaShooting	@stringerhome Tonight we will be praying for Canada and Ottawa, please send in your prayer requests. I love you!	NON-RUMOR
101066	OttawaShooting	@LeistCatalano @LeciaBrannon Tonight we will be praying for Canada and Ottawa, please send in your prayer requests. I love you!	NON-RUMOR
101067	OttawaShooting	@VaPriestess @annerein @loribythesea Tonight we will be praying for Canada and Ottawa, please send in your prayer requests. I love you!	NON-RUMOR
101068	OttawaShooting	Tomorrow I'll be on @CTVOttMornLive talking about shock, fear, stress and anxiety, how to talk to your kids, + taking your questions #ottawa	NON-RUMOR
101069	OttawaShooting	@mySSW @GuibordCenter Tonight we will be praying for Canada and Ottawa, please send in your prayer requests. I love you!	NON-RUMOR
101070	OttawaShooting	@KyrieEleisonDOK @TheDOK1885 Tonight we will be praying for Canada and Ottawa, please send in your prayer requests. I love you!	NON-RUMOR
101071	OttawaShooting	'ISIS' attack on Canada yet another #FalseFlag http://t.co/hnyyows0sT	NON-RUMOR
101072	OttawaShooting	I don't watch American news, and I take the journalistic integrity of the CBC for granted. I should stop doing that. http://t.co/zdFlNig7jg	NON-RUMOR
101073	OttawaShooting	@iamsooze @OakleyHearts @MavrocksGirl Tonight we will be praying for Canada and Ottawa, please send in your prayer requests. I love you!	NON-RUMOR
101074	OttawaShooting	@The_Parishioner Tonight we will be praying for Canada and Ottawa, please send in your prayer requests. I love you!	NON-RUMOR
101075	OttawaShooting	@RobynInProgress Tonight we will be praying for Canada and Ottawa, please send in your prayer requests. I love you!	NON-RUMOR
101076	OttawaShooting	@ckennedy229 @rogeliosamour Tonight we will be praying for Canada and Ottawa, please send in your prayer requests. I love you!	NON-RUMOR
101077	OttawaShooting	@norm_freeman Tonight we will be praying for Canada and Ottawa, please send in your prayer requests. I love you!	NON-RUMOR
101078	OttawaShooting	Cpl. Nathan Cirillo, killed in Ottawa attack, had always dreamed of becoming a soldier — http://t.co/hoKS9xjbsw	NON-RUMOR
101079	OttawaShooting	@RevDaniel Tonight we will be praying for Canada and Ottawa, please send in your prayer requests. I love you!	NON-RUMOR
101080	OttawaShooting	http://t.co/NQwsAAKEmC Ottawa gunman is convert to Islam	NON-RUMOR
101081	OttawaShooting	May he rest in peace #ottawashooting #canada http://t.co/5psY4K0m0m	NON-RUMOR
101082	OttawaShooting	@JPiazza23 lmao you need to stop shooting up	NON-RUMOR
101083	OttawaShooting	Hamilton native, Cpl. Nathan Cirillo, 'proud to be a soldier' http://t.co/qwjR0hAKnq #ottnews #OttawaShooting http://t.co/ROYrq7rj8F	NON-RUMOR
101084	OttawaShooting	Even though I can't practice. I will be at practice tomorrow, at 6am, working on my shooting 👌 January come faster 🙌🏀 #aclwarrior	NON-RUMOR
101085	OttawaShooting	TT NEW ZEALAND 14:25 1.Santa 2.Ottawa 3.#gigatowntim 4.Liverpool 5.New Zealand 6.Slater 7.GUFB 8.Wellington 9.Wanaka 10.Xmas	NON-RUMOR
101086	OttawaShooting	@_dalaneyy_ I'll be shooting things abs getting 2 hours of sheep a night hopefully in November	NON-RUMOR
101087	OttawaShooting	Who is the best shooting guard in the NBA? 1. James Harden, Houston — 63.0% 2. Klay Thompson, Golden… http://t.co/EYJxjlfaB9	NON-RUMOR
101088	OttawaShooting	VIDEO | Dash cam video appears to show gunman moments after shooting http://t.co/T6FDlAKggb http://t.co/VHKP6AtWvI	NON-RUMOR
101089	OttawaShooting	@salomonligthelm what film format (35/120//Slide) and what style of shooting?...	NON-RUMOR
101090	OttawaShooting	Now that the dust has cleared &amp; fact can be separated from rumor, what do you think is the best wrap-up of the day's events in Ottawa?	NON-RUMOR
101091	OttawaShooting	O Canada. 'Canada's coverage of the Ottawa shootings put American cable news to shame' http://t.co/gqncrbsTdp	NON-RUMOR
101092	OttawaShooting	Moment of silence for Ottawa in Anaheim.	NON-RUMOR
101093	OttawaShooting	@ItsMeJasmine_ I think I'm going to get my wishing well idea. It's going to be a wishing well with a shooting star going into it.	NON-RUMOR
101094	OttawaShooting	Canadian shooting victim remembered for big smile, big heart http://t.co/18QhOEkK5A http://t.co/bDK810F0Fh	NON-RUMOR
101095	OttawaShooting	"A spectacular failure for Canadian intelligence" http://t.co/dv39dDrDDO	NON-RUMOR
101096	OttawaShooting	Can we pretend that airplanes in the night sky like shooting stars?	NON-RUMOR
101097	OttawaShooting	@freckledgalaxy ONLY SHOOTING STARS BREAK THE MOLD	NON-RUMOR
101098	OttawaShooting	@G_the_Examiner that's more a shooting than a terrorist attack	NON-RUMOR
101099	OttawaShooting	@Skinny_man I severely need a 30. But I'm shooting for a 28 lol	NON-RUMOR
101100	OttawaShooting	Canada's coverage of the Ottawa shootings put American cable news to shame http://t.co/2nH1ybC6nf	NON-RUMOR
101101	OttawaShooting	[Episode] #BTS 'War of Hormone' MV &amp; Concept Photo shooting (with Eng sub.) (http://t.co/lGivJZqyqz) #호르몬전쟁 #Hello_hello	NON-RUMOR
101102	OttawaShooting	Cpl. Nathan Cirillo killed in Ottawa remembered as ‘proud soldier’ http://t.co/MenG0MpNc6	NON-RUMOR
101103	OttawaShooting	Canada's coverage of the Ottawa shootings put American cable news to shame http://t.co/guWZxH90Xn via @MotherJones	NON-RUMOR
101104	OttawaShooting	#PRP is continuing to follow events in Ottawa &amp; send our thoughts, prayers &amp; support to the families &amp; collegues of all involved.#StayStrong	NON-RUMOR
101105	OttawaShooting	@JohnGormleyLive Canadian Muslim group Ahmadiyya Muslim Jama’ says Canadian Muslims categorically and unequivocally condemn #OttawaShooting	NON-RUMOR
101106	OttawaShooting	Should Youth Coaches Eliminate Shooting Drills From Practice? - http://t.co/1hfjgtpCNK	NON-RUMOR
101107	OttawaShooting	Mother of Ottawa gunman was deputy chairperson of immiv division of Canada’s Immigration and Refugee Board http://t.co/UBUriHYLyQ	NON-RUMOR
101108	OttawaShooting	My prayers to the Canadian Muslims, who now face the threats of Islamophobes May Allah protect u from them #OttawaShootings	NON-RUMOR
101109	OttawaShooting	@Zaganashikwe really sorry to hear about Ottawa today. What a tragedy.	NON-RUMOR
101110	OttawaShooting	“@DavidSFallis: Canada's coverage of shootings put US cable news to shame http://t.co/MhBkOSFqPJ via @motherjones” Always had top standards	NON-RUMOR
101111	OttawaShooting	@Terrell0knows @itsSWAGGY_E Klay Thompson in Ottawa	NON-RUMOR
101112	OttawaShooting	Ahmadis = best "@ChoudrySb: Cdn Muslim group Ahmadiyya Muslim Jama says Cdn Muslims categorically and unequivocally condemn #OttawaShooting	NON-RUMOR
101113	OttawaShooting	@RedNationRising  #OttawaShooting #ATerroristIsATerrorist  #StephenHarper no liberal #WorkplaceViolence excuses http://t.co/7FE6WJZ7HI	NON-RUMOR
101114	OttawaShooting	This is beyond sad @SophiaBush  too close to my home  canada strong http://t.co/c3i2K4vQtm	NON-RUMOR
101115	OttawaShooting	The House of Representatives observes a moment of silence for the Ottawa shooting http://t.co/029sGJg96m	NON-RUMOR
101116	OttawaShooting	Labelling terrorists elevates status to religious martyr. Focus on mental health, highlight acts as crimes not acts of war. #OttawaShooting	NON-RUMOR
101117	OttawaShooting	Again, we'd like to take a moment and express our condolences to those affected by the tragic events in #Ottawa today. Stay strong guys.	NON-RUMOR
101118	OttawaShooting	@Watcherone A true believer of God cannot hurt any human being. Those who kill innocent people are agents of devil. #OttawaShooting #ottnews	NON-RUMOR
101119	OttawaShooting	ISIS-Affiliated Twitter Account Claims Ottawa Shooter As Its Own http://t.co/Yggk3lkCUL	NON-RUMOR
101120	OttawaShooting	Aw, America. And Pittsburgh! Thank you. http://t.co/33Nl5skchb  #OhCanada #OttawaStrong	NON-RUMOR
101121	OttawaShooting	“@SunNewsNetwork: Hospital went into security mode, treated all shooting victims http://t.co/fehR9EAkgn” @sanvif	NON-RUMOR
101122	OttawaShooting	@GunnerStaal @pensbender he just wasn't in many shooting plays. Main reason for terrible game was failure to adapt to trap as a team.	NON-RUMOR
101123	OttawaShooting	VIDEO: Penguins play 'O Canada' prior to game vs. Flyers in tribute to Ottawa http://t.co/DclEeqQGRc via @theScore	NON-RUMOR
101124	OttawaShooting	On a terrible day in Ottawa, and the quiet: http://t.co/RZmS2Uw5IV	NON-RUMOR
101125	OttawaShooting	#Canada you will wake up tomorrow to a #StrongAndFree country It is an awesome country because YOU are awesome Stay Strong #OttawaShooting	NON-RUMOR
101126	OttawaShooting	The world according to Progressives: Islam = Diversity Christianity = Hate Israel = Nazis #OttawaShooting	NON-RUMOR
101127	OttawaShooting	Ive been wanting to go to a shooting range soooo bad	NON-RUMOR
101128	OttawaShooting	Canada’s PM says ‘terrorist’ responsible for Ottawa shootings: http://t.co/pSPQSTIflM http://t.co/6Hp9WhkWQQ	NON-RUMOR
101129	OttawaShooting	@_B_Ryan @ikhlaqgohar @Watcherone only one religion is on a world-wide jihad #ottawa shooting	NON-RUMOR
101130	OttawaShooting	@_NovaGee lmao I'll go to the shooting range instead	NON-RUMOR
101131	OttawaShooting	Cripes. Canadian jihadi killer was himself SON of a jihadi who fought in Libya in 2011: http://t.co/KeePIX7v0K	NON-RUMOR
101132	OttawaShooting	I followed all the story today, and clearly @petermansbridge gave us a journalism class for 6 hrs http://t.co/qyTJVU1Aro #ottawashooting	NON-RUMOR
101133	OttawaShooting	I wanna go to a shooting range	NON-RUMOR
101134	OttawaShooting	.@penguins Thank you. http://t.co/oXN8wIewwh	NON-RUMOR
101135	OttawaShooting	Gingrich Slams Obama’s ‘Delusional’ Response To Ottawa Shootings refusal to call attacks product of radical Islam http://t.co/iw4i5DRIhv	NON-RUMOR
101136	OttawaShooting	Attack on parliament, killing of soldier stun Canada's capital Ottawa http://t.co/zbfRGWWy8b	NON-RUMOR
101137	OttawaShooting	Ottawa shooting: Dash cam video appears to show Parliament Hill shooter Michael Zehaf-Bibeau http://t.co/YAVkqBS17i http://t.co/MboQqKvLfd	NON-RUMOR
101138	OttawaShooting	Love child of Islamism &amp; leftism MT @instapundit: OTTAWA SHOOTER:  Son of a jihadist and a Social Justice Warrior http://t.co/jQ2A8ia7n4	NON-RUMOR
101139	OttawaShooting	RT @CBCNews: Dash cam video appears to show Parliament Hill shooter Michael Zehaf-Bibeau http://t.co/MltEFiZ5SJ http://t.co/yYzDbaAtHD	NON-RUMOR
101140	OttawaShooting	Cpl. Nathan Cirillo killed in Ottawa remembered as ‘proud soldier’ http://t.co/cHn3ZUKJvu	NON-RUMOR
101141	OttawaShooting	Penguins, Flyers fans sing ‘O Canada’ in support of Ottawa after shootings http://t.co/peQQWBIhYJ via @YahooSports	NON-RUMOR
101142	OttawaShooting	#Ottawa gunman ‘identified’ as recent Muslim convert, high-risk traveler http://t.co/YXjKrl1ZXf http://t.co/KcZ84U6DJy	NON-RUMOR
101143	OttawaShooting	@Devin_Heroux okay I got it to play by going to this link manually.  http://t.co/3Pp99sCQwU	NON-RUMOR
101144	OttawaShooting	"Canada's Coverage of the Ottawa Shootings Put American Cable News to Shame" #cdnpoli #CBCNN @petermansbridge @josh_greenberg	NON-RUMOR
101145	OttawaShooting	"Canada will never be intimidated," Prime Minister Stephen Harper vows after Ottawa shootings: http://t.co/t5ygR3Q7p4	NON-RUMOR
101146	OttawaShooting	Serious question... Are shooting stars real?	NON-RUMOR
101147	OttawaShooting	@sirtatters or when I showed this? http://t.co/AoZ3G2mz1Z  @crc213 @RelapsedCath @LaRp68	NON-RUMOR
101148	OttawaShooting	@theatre_lover75 Tonight we will be praying for Canada and Ottawa, please send in your prayer requests. I love you!	NON-RUMOR
101149	OttawaShooting	Julius Randle with 16 points on 7/8 shooting and 8 rebounds. Still hesitating on some open looks, but clearly getting more confident.	NON-RUMOR
101150	OttawaShooting	Ottawa on the map now	NON-RUMOR
101151	OttawaShooting	It was a Mulla-OTTAWA SHOOTER:  Son of a jihadist http://t.co/ngEYJ5ypgf @DrGarekar @AvinashMishra07 @Nisha_Hindu @HDLindiaOrg @hstapanghosh	NON-RUMOR
101152	OttawaShooting	Why are lenses so expensive? Probably going to be shooting photos with a 50 for the rest of my life.	NON-RUMOR
101153	OttawaShooting	@KalosKevin I like shooting games (I suck) 2k (I suck) fighting games, and the dancing games! Lol I like to play w/e for fun.	NON-RUMOR
101154	OttawaShooting	.@PMHarper calls #OttawaShooting a 'terrorist' act: http://t.co/fTOTauxzYn http://t.co/TOQlgzdrEm	NON-RUMOR
101155	OttawaShooting	U.S. cable news vs. Canadian public news via @scottbix #OttawaShooting http://t.co/lpOepsHFBR	NON-RUMOR
101156	OttawaShooting	@shinubal so sorry to hear the news out of Ottawa today. Glad you are safe and sound. Very tragic day and our thoughts are with you.	NON-RUMOR
101157	OttawaShooting	@RHaylock Coming into tonight Matt Barnes, shooting 3/31 (9.7%) and 1/18 (5.6%) on threes	NON-RUMOR
101158	OttawaShooting	Soldier killed in #OttawaShooting was young reservist with six-year-old son http://t.co/T5yDQfYi6B http://t.co/v5vKwyq0Vw	NON-RUMOR
101159	OttawaShooting	❤️ #12시30분 shooting #dooseob http://t.co/OqL2tQSbbb	NON-RUMOR
101160	OttawaShooting	#OttawaShooting the actions of a few tarnishes the image and perception of an entire religion. 😪 illiterate little gits	NON-RUMOR
101161	OttawaShooting	"@cnni: Canadian shooting victim remembered for big smile, big heart http://t.co/OcTwOfdjbG http://t.co/CWDKFahEP4" KILLER WAS SO PEACEFUL..	NON-RUMOR
101162	OttawaShooting	TT NEW ZEALAND 16:25 1.Santa 2.Ottawa 3.#gigatowntim 4.Xmas 5.New Zealand 6.Liverpool 7.Wellington 8.GUFB 9.Slater 10.Timaru	NON-RUMOR
101163	OttawaShooting	@YaBoyIsTheTruth shit aint go make me sweat my poll gotta scope on it shooting shit long range..	NON-RUMOR
101164	OttawaShooting	My thoughts and prayers are with you Ottawa.	NON-RUMOR
101165	OttawaShooting	“@IyerSaumit: #OttawaShooting the actions of a few tarnishes the image of an entire religion. RT Then the religion should deal with the few.	NON-RUMOR
101166	OttawaShooting	More "we deserved it" imbecility: http://t.co/63usybcnQh	NON-RUMOR
